#model_version:v2026.06.15,score_date:2026-08-25T12:03:58Z
cve,epss,percentile,change_type
CVE-1999-1562,0.00351,0.27681,updated
CVE-1999-1563,0.01341,0.69186,updated
CVE-1999-1564,0.0036,0.28706,updated
CVE-1999-1565,0.00309,0.23031,updated
CVE-1999-1568,0.02343,0.82349,updated
CVE-1999-1572,0.00556,0.43861,updated
CVE-1999-1580,0.01115,0.63537,updated
CVE-1999-1584,0.01446,0.71291,updated
CVE-1999-1585,0.00357,0.28317,updated
CVE-1999-1587,0.00945,0.58444,updated
CVE-1999-1590,0.01032,0.61161,updated
CVE-2000-0003,0.01454,0.71439,updated
CVE-2000-0004,0.0132,0.68684,updated
CVE-2000-0005,0.00548,0.43469,updated
CVE-2000-0006,0.00279,0.19776,updated
CVE-2000-0007,0.01302,0.68307,updated
CVE-2000-0008,0.00393,0.32103,updated
CVE-2000-0029,0.00317,0.23941,updated
CVE-2000-0031,0.00331,0.25488,updated
CVE-2000-0041,0.0137,0.69828,updated
CVE-2000-0062,0.02218,0.81313,updated
CVE-2000-0064,0.01302,0.68308,updated
CVE-2000-0076,0.00305,0.22549,updated
CVE-2000-0081,0.18773,0.97055,updated
CVE-2000-0083,0.00497,0.40355,updated
CVE-2000-0086,0.0137,0.69828,updated
CVE-2000-0088,0.01925,0.78386,updated
CVE-2000-0090,0.00338,0.26247,updated
CVE-2000-0092,0.0026,0.17383,updated
CVE-2000-0093,0.01347,0.69301,updated
CVE-2000-0095,0.023,0.81991,updated
CVE-2000-0099,0.00355,0.28196,updated
CVE-2000-0112,0.00394,0.32282,updated
CVE-2000-0115,0.0983,0.95181,updated
CVE-2000-0123,0.02049,0.79755,updated
CVE-2000-0124,0.00383,0.31084,updated
CVE-2000-0134,0.02146,0.80699,updated
CVE-2000-0135,0.02146,0.80699,updated
CVE-2000-0137,0.02146,0.807,updated
CVE-2000-0144,0.01604,0.7399,updated
CVE-2000-0145,0.01542,0.73029,updated
CVE-2000-0151,0.0032,0.24199,updated
CVE-2000-0157,0.00343,0.26804,updated
CVE-2000-0169,0.2669,0.97865,updated
CVE-2000-0173,0.01317,0.68607,updated
CVE-2000-0175,0.02417,0.82892,updated
CVE-2000-0181,0.01575,0.73564,updated
CVE-2000-0184,0.00382,0.30937,updated
CVE-2000-0190,0.01317,0.68608,updated
CVE-2000-0199,0.01453,0.71415,updated
CVE-2000-0201,0.06848,0.93526,updated
CVE-2000-0202,0.09522,0.95065,updated
CVE-2000-0205,0.01727,0.75802,updated
CVE-2000-0216,0.05145,0.91779,updated
CVE-2000-0252,0.02213,0.81276,updated
CVE-2000-0253,0.02535,0.83727,updated
CVE-2000-0258,0.19607,0.97177,updated
CVE-2000-0259,0.01476,0.71881,updated
CVE-2000-0261,0.01593,0.73813,updated
CVE-2000-0265,0.00467,0.38394,updated
CVE-2000-0278,0.05253,0.91914,updated
CVE-2000-0285,0.00543,0.43213,updated
CVE-2000-0288,0.02418,0.82898,updated
CVE-2000-0291,0.00452,0.37406,updated
CVE-2000-0304,0.29344,0.98031,updated
CVE-2000-0327,0.1161,0.95706,updated
CVE-2000-0328,0.24661,0.97717,updated
CVE-2000-0352,0.03509,0.88299,updated
CVE-2000-0353,0.03877,0.89405,updated
CVE-2000-0354,0.02391,0.82698,updated
CVE-2000-0355,0.01184,0.65437,updated
CVE-2000-0356,0.00402,0.33106,updated
CVE-2000-0359,0.05434,0.92108,updated
CVE-2000-0360,0.02716,0.84881,updated
CVE-2000-0361,0.00338,0.26287,updated
CVE-2000-0362,0.00864,0.55913,updated
CVE-2000-0363,0.00331,0.25465,updated
CVE-2000-0364,0.00378,0.30595,updated
CVE-2000-0365,0.00378,0.30594,updated
CVE-2000-0366,0.00351,0.27695,updated
CVE-2000-0367,0.00438,0.36358,updated
CVE-2000-0369,0.0185,0.77478,updated
CVE-2000-0370,0.04755,0.91197,updated
CVE-2000-0372,0.00358,0.28456,updated
CVE-2000-0373,0.00382,0.3099,updated
CVE-2000-0374,0.04197,0.90179,updated
CVE-2000-0390,0.04061,0.8988,updated
CVE-2000-0391,0.04061,0.8988,updated
CVE-2000-0392,0.00442,0.3663,updated
CVE-2000-0393,0.00818,0.54439,updated
CVE-2000-0394,0.03429,0.88025,updated
CVE-2000-0397,0.02725,0.84929,updated
CVE-2000-0398,0.03159,0.86997,updated
CVE-2000-0400,0.07402,0.93956,updated
CVE-2000-0410,0.01357,0.6954,updated
CVE-2000-0411,0.0736,0.93927,updated
CVE-2000-0415,0.06057,0.92825,updated
CVE-2000-0416,0.05751,0.92492,updated
CVE-2000-0419,0.20999,0.97379,updated
CVE-2000-0420,0.0149,0.72129,updated
CVE-2000-0431,0.01404,0.70504,updated
CVE-2000-0434,0.01399,0.70396,updated
CVE-2000-0439,0.06262,0.93023,updated
CVE-2000-0464,0.13429,0.96125,updated
CVE-2000-0465,0.20439,0.97292,updated
CVE-2000-0481,0.01876,0.77801,updated
CVE-2000-0483,0.02944,0.86086,updated
CVE-2000-0545,0.00889,0.56638,updated
CVE-2000-0563,0.0259,0.84107,updated
CVE-2000-0568,0.01302,0.68308,updated
CVE-2000-0569,0.03334,0.87702,updated
CVE-2000-0571,0.06808,0.93494,updated
CVE-2000-0572,0.00523,0.42033,updated
CVE-2000-0573,0.96292,0.99875,updated
CVE-2000-0575,0.00846,0.553,updated
CVE-2000-0576,0.03302,0.87588,updated
CVE-2000-0580,0.16027,0.9666,updated
CVE-2000-0581,0.22015,0.97476,updated
CVE-2000-0582,0.07415,0.93964,updated
CVE-2000-0583,0.01671,0.75004,updated
CVE-2000-0584,0.05905,0.92662,updated
CVE-2000-0590,0.06902,0.9357,updated
CVE-2000-0591,0.01409,0.70588,updated
CVE-2000-0595,0.00515,0.41541,updated
CVE-2000-0603,0.02305,0.82034,updated
CVE-2000-0605,0.00354,0.28066,updated
CVE-2000-0612,0.08714,0.94725,updated
CVE-2000-0614,0.03742,0.8901,updated
CVE-2000-0616,0.00562,0.4421,updated
CVE-2000-0619,0.01689,0.75291,updated
CVE-2000-0621,0.22312,0.975,updated
CVE-2000-0622,0.12749,0.95961,updated
CVE-2000-0623,0.05173,0.91812,updated
CVE-2000-0624,0.03958,0.8964,updated
CVE-2000-0625,0.00564,0.44313,updated
CVE-2000-0626,0.06091,0.92865,updated
CVE-2000-0627,0.01472,0.71798,updated
CVE-2000-0629,0.0369,0.88853,updated
CVE-2000-0630,0.68445,0.99277,updated
CVE-2000-0631,0.24905,0.97738,updated
CVE-2000-0632,0.03571,0.88476,updated
CVE-2000-0635,0.03406,0.8795,updated
CVE-2000-0636,0.04463,0.90703,updated
CVE-2000-0637,0.02372,0.82551,updated
CVE-2000-0640,0.07068,0.9371,updated
CVE-2000-0641,0.03735,0.8899,updated
CVE-2000-0642,0.02588,0.84079,updated
CVE-2000-0643,0.02834,0.85563,updated
CVE-2000-0645,0.04828,0.91309,updated
CVE-2000-0646,0.02205,0.81213,updated
CVE-2000-0648,0.03605,0.88583,updated
CVE-2000-0650,0.00438,0.36332,updated
CVE-2000-0651,0.01851,0.77496,updated
CVE-2000-0652,0.07833,0.94218,updated
CVE-2000-0653,0.27087,0.97892,updated
CVE-2000-0654,0.01389,0.70223,updated
CVE-2000-0656,0.08847,0.94798,updated
CVE-2000-0657,0.01975,0.78945,updated
CVE-2000-0658,0.01952,0.78702,updated
CVE-2000-0659,0.01453,0.71415,updated
CVE-2000-0660,0.03315,0.87636,updated
CVE-2000-0661,0.02625,0.84316,updated
CVE-2000-0662,0.20953,0.97373,updated
CVE-2000-0663,0.01962,0.78806,updated
CVE-2000-0664,0.07715,0.94153,updated
CVE-2000-0665,0.50337,0.98821,updated
CVE-2000-0667,0.00418,0.34551,updated
CVE-2000-0669,0.02536,0.8373,updated
CVE-2000-0670,0.05606,0.92318,updated
CVE-2000-0671,0.07864,0.94238,updated
CVE-2000-0672,0.09846,0.95185,updated
CVE-2000-0673,0.32903,0.98225,updated
CVE-2000-0674,0.01731,0.75856,updated
CVE-2000-0675,0.04139,0.90064,updated
CVE-2000-0677,0.03159,0.86997,updated
CVE-2000-0678,0.01496,0.72215,updated
CVE-2000-0725,0.00467,0.38374,updated
CVE-2000-0816,0.00911,0.57332,updated
CVE-2000-0844,0.15349,0.96512,updated
CVE-2000-0963,0.00679,0.49638,updated
CVE-2000-1079,0.15997,0.96655,updated
CVE-2000-1120,0.00939,0.58252,updated
CVE-2000-1204,0.10515,0.95408,updated
CVE-2000-1205,0.23642,0.97634,updated
CVE-2000-1207,0.00445,0.3689,updated
CVE-2000-1211,0.01427,0.70943,updated
CVE-2000-1212,0.0153,0.72802,updated
CVE-2000-1213,0.01935,0.78496,updated
CVE-2000-1214,0.00415,0.3433,updated
CVE-2000-1218,0.06088,0.92862,updated
CVE-2000-1239,0.02078,0.80055,updated
CVE-2000-1240,0.01184,0.65429,updated
CVE-2000-1242,0.01545,0.73073,updated
CVE-2001-0554,0.3849,0.98459,updated
CVE-2001-1267,0.01069,0.62285,updated
CVE-2001-1411,0.00477,0.39041,updated
CVE-2001-1412,0.0103,0.61115,updated
CVE-2002-0043,0.00938,0.58227,updated
CVE-2002-0062,0.00485,0.39563,updated
CVE-2002-0082,0.29878,0.9806,updated
CVE-2002-0170,0.01571,0.73497,updated
CVE-2002-0392,0.95027,0.99854,updated
CVE-2002-0687,0.01467,0.71706,updated
CVE-2002-0688,0.01427,0.70942,updated
CVE-2002-0717,0.1095,0.95541,updated
CVE-2002-0799,0.14317,0.96323,updated
CVE-2002-1131,0.25754,0.97806,updated
CVE-2002-1337,0.72202,0.99386,updated
CVE-2002-1569,0.02316,0.82127,updated
CVE-2002-1570,0.05522,0.92203,updated
CVE-2002-1717,0.1551,0.96542,updated
CVE-2002-1718,0.14059,0.96272,updated
CVE-2002-1785,0.02816,0.85468,updated
CVE-2002-1819,0.01786,0.76627,updated
CVE-2002-1872,0.05945,0.92705,updated
CVE-2002-20001,0.23061,0.9758,updated
CVE-2002-2209,0.01426,0.70918,updated
CVE-2002-2210,0.00385,0.31311,updated
CVE-2002-2216,0.01175,0.65175,updated
CVE-2002-2219,0.06346,0.93101,updated
CVE-2002-2220,0.00262,0.17595,updated
CVE-2002-2221,0.00281,0.20083,updated
CVE-2003-0001,0.72511,0.99394,updated
CVE-2003-0038,0.04721,0.91143,updated
CVE-2003-0063,0.03403,0.87941,updated
CVE-2003-0085,0.87923,0.9975,updated
CVE-2003-0161,0.38188,0.98446,updated
CVE-2003-0282,0.22526,0.97527,updated
CVE-2003-0367,0.00446,0.36923,updated
CVE-2003-0542,0.1273,0.95956,updated
CVE-2003-0564,0.07643,0.94106,updated
CVE-2003-0565,0.0319,0.87124,updated
CVE-2003-0583,0.00411,0.33953,updated
CVE-2003-0584,0.01041,0.61441,updated
CVE-2003-0585,0.0152,0.7264,updated
CVE-2003-0586,0.05496,0.92176,updated
CVE-2003-0587,0.00545,0.43302,updated
CVE-2003-0588,0.03099,0.86744,updated
CVE-2003-0589,0.03099,0.86743,updated
CVE-2003-0621,0.06926,0.93594,updated
CVE-2003-0622,0.01718,0.75701,updated
CVE-2003-0623,0.01271,0.67623,updated
CVE-2003-0624,0.03437,0.88054,updated
CVE-2003-0659,0.31839,0.98163,updated
CVE-2003-0660,0.23044,0.97578,updated
CVE-2003-0662,0.34042,0.98273,updated
CVE-2003-0683,0.01322,0.68728,updated
CVE-2003-0695,0.03892,0.89445,updated
CVE-2003-0711,0.33985,0.9827,updated
CVE-2003-0712,0.17357,0.96877,updated
CVE-2003-0714,0.76388,0.99497,updated
CVE-2003-0717,0.58891,0.99035,updated
CVE-2003-0788,0.02323,0.82176,updated
CVE-2003-0789,0.11507,0.95685,updated
CVE-2003-0792,0.01943,0.78599,updated
CVE-2003-0793,0.00414,0.34189,updated
CVE-2003-0794,0.00361,0.28771,updated
CVE-2003-0834,0.01219,0.66366,updated
CVE-2003-0850,0.03684,0.88837,updated
CVE-2003-0851,0.05407,0.9208,updated
CVE-2003-0852,0.01399,0.70406,updated
CVE-2003-0853,0.10444,0.95384,updated
CVE-2003-0854,0.0106,0.61986,updated
CVE-2003-0855,0.02066,0.79936,updated
CVE-2003-0865,0.14165,0.96291,updated
CVE-2003-0866,0.32657,0.98208,updated
CVE-2003-0870,0.15064,0.96461,updated
CVE-2003-0871,0.01409,0.70598,updated
CVE-2003-0872,0.00287,0.2064,updated
CVE-2003-0874,0.01236,0.66793,updated
CVE-2003-0875,0.00294,0.21424,updated
CVE-2003-0876,0.00344,0.2693,updated
CVE-2003-0877,0.00325,0.24811,updated
CVE-2003-0878,0.00281,0.20068,updated
CVE-2003-0880,0.0031,0.23194,updated
CVE-2003-0881,0.01369,0.69786,updated
CVE-2003-0882,0.01158,0.64682,updated
CVE-2003-0883,0.00302,0.22291,updated
CVE-2003-0886,0.1206,0.95816,updated
CVE-2003-0894,0.00855,0.55623,updated
CVE-2003-0895,0.00972,0.59316,updated
CVE-2003-0896,0.13978,0.96259,updated
CVE-2003-0897,0.01878,0.77816,updated
CVE-2003-0898,0.00566,0.44417,updated
CVE-2003-0899,0.21679,0.97443,updated
CVE-2003-0900,0.0124,0.66876,updated
CVE-2003-0901,0.04637,0.91013,updated
CVE-2003-0913,0.00342,0.26753,updated
CVE-2003-0925,0.05658,0.92386,updated
CVE-2003-0926,0.03454,0.88114,updated
CVE-2003-0927,0.05229,0.91886,updated
CVE-2003-0933,0.00403,0.33195,updated
CVE-2003-0934,0.0042,0.34806,updated
CVE-2003-0935,0.01336,0.69067,updated
CVE-2003-1021,0.00368,0.29503,updated
CVE-2003-1161,0.00481,0.3937,updated
CVE-2003-1296,0.01259,0.67332,updated
CVE-2003-1297,0.02288,0.81888,updated
CVE-2003-1298,0.01902,0.78118,updated
CVE-2003-1299,0.01394,0.70304,updated
CVE-2003-1300,0.01669,0.74969,updated
CVE-2003-1306,0.01251,0.67155,updated
CVE-2003-1307,0.01615,0.74149,updated
CVE-2003-1309,0.02265,0.81693,updated
CVE-2003-1310,0.01168,0.64978,updated
CVE-2003-1311,0.01429,0.70976,updated
CVE-2003-1312,0.01017,0.60703,updated
CVE-2003-1313,0.06168,0.92933,updated
CVE-2003-1314,0.02664,0.84569,updated
CVE-2003-1319,0.04977,0.91548,updated
CVE-2003-20001,0.01512,0.72522,updated
CVE-2004-0095,0.38043,0.98439,updated
CVE-2004-0207,0.01803,0.76849,updated
CVE-2004-0208,0.01532,0.72844,updated
CVE-2004-0211,0.01926,0.78397,updated
CVE-2004-0377,0.0686,0.93532,updated
CVE-2004-0412,0.02984,0.86263,updated
CVE-2004-0708,0.01752,0.76166,updated
CVE-2004-0786,0.21769,0.9745,updated
CVE-2004-0809,0.15463,0.96533,updated
CVE-2004-0811,0.06813,0.935,updated
CVE-2004-0832,0.10655,0.95448,updated
CVE-2004-0884,0.00506,0.40942,updated
CVE-2004-0885,0.13835,0.96228,updated
CVE-2004-0888,0.09334,0.94994,updated
CVE-2004-0917,0.01658,0.74814,updated
CVE-2004-0929,0.08088,0.94372,updated
CVE-2004-0932,0.65764,0.99206,updated
CVE-2004-0939,0.01644,0.74602,updated
CVE-2004-0950,0.02118,0.80444,updated
CVE-2004-0962,0.03422,0.87995,updated
CVE-2004-0963,0.32659,0.98208,updated
CVE-2004-0965,0.00657,0.48737,updated
CVE-2004-0966,0.00399,0.32762,updated
CVE-2004-0969,0.00377,0.3041,updated
CVE-2004-0970,0.00365,0.29173,updated
CVE-2004-1131,0.00452,0.37383,updated
CVE-2004-1177,0.01782,0.76571,updated
CVE-2004-1185,0.04476,0.9072,updated
CVE-2004-1340,0.00395,0.32359,updated
CVE-2004-1444,0.08794,0.94772,updated
CVE-2004-1448,0.01687,0.75264,updated
CVE-2004-1462,0.01582,0.73655,updated
CVE-2004-1463,0.02264,0.81683,updated
CVE-2004-1464,0.0471,0.91129,updated
CVE-2004-1698,0.03164,0.87019,updated
CVE-2004-1906,0.03979,0.897,updated
CVE-2004-1910,0.03432,0.88036,updated
CVE-2004-2323,0.014,0.70428,updated
CVE-2004-2324,0.01221,0.66422,updated
CVE-2004-2325,0.01187,0.65502,updated
CVE-2004-2439,0.02223,0.8136,updated
CVE-2004-2462,0.00387,0.31496,updated
CVE-2004-2661,0.01175,0.65175,updated
CVE-2004-2662,0.01779,0.76539,updated
CVE-2004-2663,0.01947,0.78657,updated
CVE-2004-2666,0.01267,0.67523,updated
CVE-2004-2676,0.00314,0.23576,updated
CVE-2004-2677,0.06436,0.93186,updated
CVE-2004-2762,0.01487,0.72056,updated
CVE-2005-0040,0.01342,0.69188,updated
CVE-2005-0072,0.00477,0.39043,updated
CVE-2005-0100,0.04364,0.90512,updated
CVE-2005-0101,0.15874,0.96628,updated
CVE-2005-0109,0.00505,0.40851,updated
CVE-2005-0115,0.02737,0.85011,updated
CVE-2005-0145,0.01044,0.61521,updated
CVE-2005-0162,0.01691,0.75314,updated
CVE-2005-0174,0.50775,0.98836,updated
CVE-2005-0175,0.40977,0.98549,updated
CVE-2005-0186,0.02588,0.84079,updated
CVE-2005-0193,0.01295,0.68152,updated
CVE-2005-0224,0.02185,0.81024,updated
CVE-2005-0226,0.0972,0.95137,updated
CVE-2005-0297,0.0238,0.82604,updated
CVE-2005-0300,0.01737,0.75953,updated
CVE-2005-0306,0.01384,0.70116,updated
CVE-2005-0307,0.01735,0.75913,updated
CVE-2005-0308,0.65307,0.99193,updated
CVE-2005-0309,0.01219,0.66351,updated
CVE-2005-0312,0.02725,0.8493,updated
CVE-2005-0313,0.03413,0.87972,updated
CVE-2005-0314,0.01187,0.65502,updated
CVE-2005-0315,0.00752,0.52286,updated
CVE-2005-0316,0.08075,0.94356,updated
CVE-2005-0317,0.01187,0.65502,updated
CVE-2005-0318,0.00539,0.42976,updated
CVE-2005-0319,0.01174,0.65137,updated
CVE-2005-0320,0.02615,0.84252,updated
CVE-2005-0414,0.0123,0.6667,updated
CVE-2005-0478,0.65364,0.99196,updated
CVE-2005-0537,0.01208,0.66053,updated
CVE-2005-0869,0.05135,0.91762,updated
CVE-2005-10004,0.01908,0.78195,updated
CVE-2005-1025,0.02316,0.8213,updated
CVE-2005-1133,0.01678,0.75106,updated
CVE-2005-1206,0.70277,0.9933,updated
CVE-2005-1229,0.01875,0.77791,updated
CVE-2005-1238,0.01764,0.76327,updated
CVE-2005-1345,0.01727,0.75807,updated
CVE-2005-1436,0.01675,0.75058,updated
CVE-2005-1439,0.0172,0.75719,updated
CVE-2005-1503,0.04103,0.89977,updated
CVE-2005-1632,0.00433,0.35941,updated
CVE-2005-1730,0.04622,0.90991,updated
CVE-2005-1813,0.0214,0.80645,updated
CVE-2005-1817,0.01744,0.76037,updated
CVE-2005-1846,0.01236,0.66793,updated
CVE-2005-1847,0.02081,0.8008,updated
CVE-2005-2096,0.05581,0.9228,updated
CVE-2005-2194,0.02405,0.82799,updated
CVE-2005-2454,0.00434,0.36026,updated
CVE-2005-2529,0.02266,0.81696,updated
CVE-2005-2530,0.02461,0.83221,updated
CVE-2005-2711,0.00368,0.29523,updated
CVE-2005-2738,0.01732,0.75867,updated
CVE-2005-2773,0.7409,0.99443,updated
CVE-2005-2875,0.0189,0.77986,updated
CVE-2005-2885,0.08944,0.94841,updated
CVE-2005-2988,0.0205,0.79763,updated
CVE-2005-3526,0.07246,0.93854,updated
CVE-2005-3618,0.03009,0.86373,updated
CVE-2005-3738,0.03565,0.88462,updated
CVE-2005-3838,0.0128,0.67809,updated
CVE-2005-3843,0.01345,0.69258,updated
CVE-2005-3879,0.03994,0.89731,updated
CVE-2005-3938,0.03744,0.89017,updated
CVE-2005-4418,0.01776,0.76496,updated
CVE-2005-4459,0.14123,0.96285,updated
CVE-2005-4556,0.1037,0.95361,updated
CVE-2005-4558,0.08328,0.9451,updated
CVE-2005-4728,0.00358,0.28467,updated
CVE-2005-4729,0.01431,0.71007,updated
CVE-2005-4730,0.01379,0.70013,updated
CVE-2005-4731,0.01377,0.69969,updated
CVE-2005-4732,0.01213,0.66207,updated
CVE-2005-4733,0.00339,0.26424,updated
CVE-2005-4734,0.54485,0.98933,updated
CVE-2005-4735,0.0155,0.73183,updated
CVE-2005-4736,0.02315,0.82115,updated
CVE-2005-4737,0.01536,0.72916,updated
CVE-2005-4738,0.01252,0.67169,updated
CVE-2005-4739,0.01462,0.71604,updated
CVE-2005-4740,0.01261,0.67377,updated
CVE-2005-4741,0.01391,0.70255,updated
CVE-2005-4742,0.00308,0.22897,updated
CVE-2005-4743,0.01144,0.64267,updated
CVE-2005-4744,0.04381,0.90548,updated
CVE-2005-4745,0.01234,0.66756,updated
CVE-2005-4746,0.02349,0.82392,updated
CVE-2005-4747,0.01167,0.64958,updated
CVE-2005-4748,0.01297,0.682,updated
CVE-2005-4750,0.01536,0.72916,updated
CVE-2005-4759,0.01066,0.62208,updated
CVE-2005-4761,0.00357,0.28313,updated
CVE-2005-4762,0.00339,0.26341,updated
CVE-2005-4763,0.01536,0.72915,updated
CVE-2005-4764,0.01612,0.74091,updated
CVE-2005-4765,0.02075,0.80022,updated
CVE-2005-4766,0.0141,0.70616,updated
CVE-2005-4767,0.01401,0.70446,updated
CVE-2005-4768,0.01285,0.67956,updated
CVE-2005-4769,0.01027,0.61017,updated
CVE-2005-4770,0.01033,0.61171,updated
CVE-2005-4771,0.0032,0.24238,updated
CVE-2005-4772,0.01194,0.65667,updated
CVE-2005-4807,0.11917,0.95785,updated
CVE-2005-4808,0.02284,0.81845,updated
CVE-2005-4813,0.01816,0.77042,updated
CVE-2005-4816,0.1291,0.96,updated
CVE-2005-4825,0.00604,0.46263,updated
CVE-2005-4826,0.00962,0.58955,updated
CVE-2005-4827,0.10673,0.95454,updated
CVE-2005-4828,0.0122,0.66392,updated
CVE-2005-4829,0.01282,0.6786,updated
CVE-2006-0007,0.19519,0.97167,updated
CVE-2006-0024,0.06602,0.93324,updated
CVE-2006-0026,0.88898,0.99765,updated
CVE-2006-0033,0.15226,0.96489,updated
CVE-2006-0038,0.00402,0.33113,updated
CVE-2006-0039,0.00296,0.21598,updated
CVE-2006-0040,0.01946,0.78638,updated
CVE-2006-0049,0.02373,0.82561,updated
CVE-2006-0050,0.00316,0.23814,updated
CVE-2006-0051,0.03493,0.8825,updated
CVE-2006-0052,0.02636,0.84396,updated
CVE-2006-0058,0.28144,0.97958,updated
CVE-2006-0059,0.04728,0.91154,updated
CVE-2006-0097,0.08572,0.94651,updated
CVE-2006-0320,0.0141,0.70613,updated
CVE-2006-0392,0.03134,0.86895,updated
CVE-2006-0393,0.02002,0.7924,updated
CVE-2006-0395,0.54099,0.98925,updated
CVE-2006-0396,0.10835,0.95509,updated
CVE-2006-0397,0.01537,0.72943,updated
CVE-2006-0398,0.01537,0.72942,updated
CVE-2006-0399,0.01537,0.72942,updated
CVE-2006-0400,0.01767,0.7637,updated
CVE-2006-0401,0.00369,0.29584,updated
CVE-2006-0441,0.71,0.99352,updated
CVE-2006-0457,0.02652,0.84497,updated
CVE-2006-0557,0.00455,0.3756,updated
CVE-2006-0559,0.06075,0.92842,updated
CVE-2006-0577,0.00344,0.26899,updated
CVE-2006-0667,0.00332,0.25604,updated
CVE-2006-0742,0.00391,0.31914,updated
CVE-2006-0743,0.06225,0.92987,updated
CVE-2006-0745,0.01099,0.63131,updated
CVE-2006-0746,0.02917,0.85968,updated
CVE-2006-0747,0.12817,0.95979,updated
CVE-2006-0817,0.05554,0.92244,updated
CVE-2006-0818,0.02091,0.80194,updated
CVE-2006-0819,0.02218,0.81318,updated
CVE-2006-0820,0.01373,0.69902,updated
CVE-2006-0905,0.01804,0.76866,updated
CVE-2006-0948,0.00364,0.29084,updated
CVE-2006-0950,0.01669,0.74973,updated
CVE-2006-0988,0.55311,0.98953,updated
CVE-2006-0989,0.07927,0.94277,updated
CVE-2006-0990,0.07927,0.94278,updated
CVE-2006-0991,0.10972,0.95546,updated
CVE-2006-0997,0.0162,0.74229,updated
CVE-2006-0998,0.0313,0.86876,updated
CVE-2006-0999,0.02216,0.81304,updated
CVE-2006-1055,0.00582,0.45221,updated
CVE-2006-1059,0.00463,0.38148,updated
CVE-2006-1061,0.05133,0.9176,updated
CVE-2006-1066,0.0034,0.26545,updated
CVE-2006-1074,0.01757,0.76228,updated
CVE-2006-1075,0.03754,0.89049,updated
CVE-2006-1076,0.0109,0.62819,updated
CVE-2006-1077,0.0118,0.65327,updated
CVE-2006-1078,0.00526,0.42233,updated
CVE-2006-1079,0.00393,0.32138,updated
CVE-2006-1080,0.01867,0.77686,updated
CVE-2006-1081,0.01827,0.77182,updated
CVE-2006-1082,0.01895,0.7804,updated
CVE-2006-1083,0.02163,0.80843,updated
CVE-2006-1084,0.01512,0.72524,updated
CVE-2006-1085,0.03452,0.8811,updated
CVE-2006-1087,0.01737,0.75945,updated
CVE-2006-1088,0.01759,0.76258,updated
CVE-2006-1089,0.01299,0.68256,updated
CVE-2006-1090,0.03609,0.88591,updated
CVE-2006-1091,0.02796,0.85361,updated
CVE-2006-1092,0.00362,0.28863,updated
CVE-2006-1093,0.01354,0.69488,updated
CVE-2006-1094,0.0235,0.824,updated
CVE-2006-1095,0.00866,0.55972,updated
CVE-2006-1096,0.01221,0.66408,updated
CVE-2006-1097,0.01352,0.69417,updated
CVE-2006-1098,0.01123,0.63743,updated
CVE-2006-1099,0.02256,0.81617,updated
CVE-2006-1100,0.08114,0.94387,updated
CVE-2006-1101,0.04988,0.91561,updated
CVE-2006-1102,0.04596,0.90946,updated
CVE-2006-1103,0.07012,0.93669,updated
CVE-2006-1104,0.01477,0.71894,updated
CVE-2006-1105,0.01665,0.74901,updated
CVE-2006-1106,0.01976,0.78946,updated
CVE-2006-1107,0.01373,0.69902,updated
CVE-2006-1108,0.01413,0.70674,updated
CVE-2006-1109,0.01292,0.6809,updated
CVE-2006-1110,0.01869,0.77717,updated
CVE-2006-1111,0.01154,0.64573,updated
CVE-2006-1112,0.03127,0.86864,updated
CVE-2006-1113,0.01248,0.67091,updated
CVE-2006-1114,0.03245,0.87361,updated
CVE-2006-1115,0.01186,0.65464,updated
CVE-2006-1116,0.0157,0.73474,updated
CVE-2006-1117,0.00927,0.57814,updated
CVE-2006-1118,0.01156,0.6463,updated
CVE-2006-1119,0.00946,0.58459,updated
CVE-2006-1120,0.02925,0.86004,updated
CVE-2006-1121,0.02133,0.80582,updated
CVE-2006-1122,0.01638,0.74508,updated
CVE-2006-1123,0.01957,0.78753,updated
CVE-2006-1124,0.07147,0.9378,updated
CVE-2006-1125,0.00338,0.26304,updated
CVE-2006-1126,0.0154,0.72985,updated
CVE-2006-1127,0.0248,0.83343,updated
CVE-2006-1128,0.03918,0.89529,updated
CVE-2006-1129,0.0199,0.79114,updated
CVE-2006-1130,0.0181,0.76944,updated
CVE-2006-1131,0.01711,0.7561,updated
CVE-2006-1132,0.0113,0.63935,updated
CVE-2006-1133,0.01977,0.78964,updated
CVE-2006-1134,0.01592,0.73801,updated
CVE-2006-1135,0.01981,0.79016,updated
CVE-2006-1140,0.01135,0.64054,updated
CVE-2006-1141,0.04499,0.90762,updated
CVE-2006-1142,0.01392,0.70265,updated
CVE-2006-1143,0.01213,0.66207,updated
CVE-2006-1144,0.0505,0.91652,updated
