#model_version:v2026.06.15,score_date:2026-09-24T12:00:20Z
cve,epss,percentile
CVE-2007-4824,0.00436,0.35166
CVE-2007-4825,0.03433,0.88478
CVE-2007-4826,0.01687,0.7602
CVE-2007-4827,0.04734,0.91508
CVE-2007-4828,0.01321,0.69634
CVE-2007-4829,0.04287,0.90738
CVE-2007-4830,0.01065,0.63204
CVE-2007-4831,0.0106,0.63036
CVE-2007-4832,0.03696,0.89287
CVE-2007-4833,0.01732,0.76622
CVE-2007-4834,0.58504,0.9907
CVE-2007-4835,0.01299,0.69169
CVE-2007-4836,0.01263,0.6838
CVE-2007-4837,0.01299,0.69169
CVE-2007-4838,0.06089,0.93148
CVE-2007-4839,0.00994,0.61016
CVE-2007-4840,0.03152,0.87412
CVE-2007-4841,0.02648,0.84981
CVE-2007-4842,0.02687,0.85229
CVE-2007-4843,0.03233,0.87741
CVE-2007-4844,0.01279,0.6872
CVE-2007-4845,0.01006,0.61395
CVE-2007-4846,0.02429,0.83537
CVE-2007-4847,0.00528,0.42214
CVE-2007-4848,0.07503,0.94265
CVE-2007-4849,0.00343,0.25015
CVE-2007-4850,0.05575,0.92579
CVE-2007-4861,0.01814,0.77722
CVE-2007-4862,0.01849,0.78158
CVE-2007-4863,0.0118,0.66315
CVE-2007-4872,0.01816,0.77747
CVE-2007-4873,0.01491,0.72982
CVE-2007-4874,0.01819,0.7779
CVE-2007-4879,0.01272,0.68585
CVE-2007-4880,0.75945,0.99513
CVE-2007-4881,0.01299,0.69168
CVE-2007-4882,0.01033,0.6225
CVE-2007-4883,0.00885,0.57467
CVE-2007-4884,0.00972,0.60329
CVE-2007-4885,0.00983,0.60672
CVE-2007-4886,0.02073,0.80622
CVE-2007-4887,0.01727,0.76547
CVE-2007-4888,0.00773,0.53744
CVE-2007-4889,0.01221,0.67386
CVE-2007-4890,0.1636,0.96852
CVE-2007-4891,0.31003,0.98202
CVE-2007-4892,0.01216,0.6726
CVE-2007-4893,0.01522,0.73493
CVE-2007-4894,0.03637,0.89107
CVE-2007-4895,0.02727,0.85453
CVE-2007-4896,0.01734,0.76641
CVE-2007-4897,0.10897,0.95716
CVE-2007-4898,0.00851,0.56395
CVE-2007-4899,0.01489,0.72944
CVE-2007-4900,0.01263,0.68382
CVE-2007-4901,0.02785,0.85802
CVE-2007-4902,0.05615,0.92645
CVE-2007-4903,0.09389,0.95225
CVE-2007-4904,0.02787,0.85807
CVE-2007-4905,0.07013,0.93932
CVE-2007-4906,0.38381,0.98518
CVE-2007-4907,0.08217,0.94679
CVE-2007-4908,0.02827,0.86011
CVE-2007-4909,0.03522,0.88767
CVE-2007-4910,0.01446,0.72153
CVE-2007-4911,0.03309,0.88065
CVE-2007-4912,0.01065,0.63223
CVE-2007-4913,0.01231,0.67643
CVE-2007-4914,0.01379,0.70901
CVE-2007-4915,0.68168,0.99305
CVE-2007-4916,0.19667,0.97303
CVE-2007-4917,0.01458,0.72392
CVE-2007-4918,0.01622,0.75038
CVE-2007-4919,0.00989,0.60879
CVE-2007-4920,0.01169,0.65976
CVE-2007-4921,0.52766,0.98934
CVE-2007-4922,0.00856,0.56591
CVE-2007-4923,0.41579,0.98632
CVE-2007-4924,0.1068,0.9565
CVE-2007-4925,0.03172,0.87497
CVE-2007-4926,0.03067,0.8708
CVE-2007-4927,0.01762,0.77038
CVE-2007-4928,0.00349,0.25778
CVE-2007-4929,0.01985,0.79693
CVE-2007-4930,0.02184,0.816
CVE-2007-4931,0.00481,0.38774
CVE-2007-4932,0.02511,0.8409
CVE-2007-4933,0.02412,0.83392
CVE-2007-4934,0.21748,0.97555
CVE-2007-4935,0.0221,0.81834
CVE-2007-4936,0.01321,0.69636
CVE-2007-4937,0.02581,0.84558
CVE-2007-4938,0.16048,0.96798
CVE-2007-4939,0.11914,0.95961
CVE-2007-4940,0.04369,0.90898
CVE-2007-4941,0.03095,0.87192
CVE-2007-4942,0.02276,0.82353
CVE-2007-4943,0.03313,0.88079
CVE-2007-4944,0.02139,0.81226
CVE-2007-4945,0.01065,0.63216
CVE-2007-4946,0.01218,0.67318
CVE-2007-4947,0.03579,0.88937
CVE-2007-4948,0.01469,0.72606
CVE-2007-4949,0.01216,0.67259
CVE-2007-4950,0.01217,0.67292
CVE-2007-4951,0.01216,0.67258
CVE-2007-4952,0.00952,0.5963
CVE-2007-4953,0.01006,0.61401
CVE-2007-4954,0.28747,0.9808
CVE-2007-4955,0.29957,0.98147
CVE-2007-4956,0.0353,0.88789
CVE-2007-4957,0.07383,0.94197
CVE-2007-4958,0.01033,0.6224
CVE-2007-4959,0.01065,0.63199
CVE-2007-4960,0.01284,0.68833
CVE-2007-4961,0.01266,0.68454
CVE-2007-4962,0.05989,0.93036
CVE-2007-4963,0.01989,0.7974
CVE-2007-4964,0.0281,0.85921
CVE-2007-4965,0.13951,0.9641
CVE-2007-4966,0.01458,0.72386
CVE-2007-4967,0.00323,0.22641
CVE-2007-4968,0.00284,0.18596
CVE-2007-4969,0.00284,0.18596
CVE-2007-4970,0.00284,0.18594
CVE-2007-4971,0.00284,0.18595
CVE-2007-4972,0.00284,0.18595
CVE-2007-4974,0.04488,0.9111
CVE-2007-4975,0.01736,0.76667
CVE-2007-4976,0.08523,0.94849
CVE-2007-4977,0.03377,0.88292
CVE-2007-4978,0.02757,0.85628
CVE-2007-4979,0.01006,0.614
CVE-2007-4980,0.04759,0.91551
CVE-2007-4981,0.01217,0.67285
CVE-2007-4982,0.10418,0.95569
CVE-2007-4983,0.47261,0.98797
CVE-2007-4984,0.00987,0.608
CVE-2007-4985,0.01814,0.77728
CVE-2007-4986,0.03286,0.87977
CVE-2007-4987,0.03819,0.89655
CVE-2007-4988,0.03093,0.87183
CVE-2007-4990,0.10737,0.95669
CVE-2007-4991,0.16148,0.96812
CVE-2007-4992,0.07691,0.94377
CVE-2007-4993,0.00633,0.48044
CVE-2007-4994,0.01112,0.64494
CVE-2007-4995,0.10512,0.95603
CVE-2007-4996,0.01761,0.77024
CVE-2007-4997,0.0324,0.87769
CVE-2007-4998,0.00347,0.25545
CVE-2007-4999,0.01809,0.77641
CVE-2007-5000,0.46603,0.98781
CVE-2007-5001,0.00377,0.28881
CVE-2007-5003,0.67204,0.99279
CVE-2007-5004,0.08902,0.95046
CVE-2007-5005,0.0524,0.92214
CVE-2007-5006,0.21175,0.97504
CVE-2007-5007,0.03893,0.8985
CVE-2007-5008,0.03652,0.89166
CVE-2007-5009,0.45032,0.98739
CVE-2007-5010,0.01507,0.73266
CVE-2007-5011,0.02451,0.83691
CVE-2007-5012,0.01033,0.62248
CVE-2007-5013,0.01073,0.63434
CVE-2007-5014,0.01482,0.72835
CVE-2007-5015,0.38554,0.98526
CVE-2007-5016,0.01018,0.61777
CVE-2007-5017,0.02548,0.84339
CVE-2007-5018,0.03649,0.89156
CVE-2007-5019,0.10465,0.95586
CVE-2007-5020,0.2043,0.97404
CVE-2007-5022,0.02025,0.80141
CVE-2007-5023,0.00322,0.22478
CVE-2007-5024,0.00351,0.25996
CVE-2007-5025,0.01157,0.65637
CVE-2007-5026,0.02527,0.84205
CVE-2007-5027,0.01666,0.75714
CVE-2007-5028,0.01399,0.71295
CVE-2007-5029,0.01745,0.7678
CVE-2007-5030,0.01745,0.7678
CVE-2007-5031,0.01745,0.76779
CVE-2007-5032,0.00566,0.4455
CVE-2007-5033,0.01065,0.63212
CVE-2007-5034,0.02599,0.8468
CVE-2007-5035,0.01348,0.70229
CVE-2007-5036,0.09618,0.95309
CVE-2007-5037,0.03035,0.86948
CVE-2007-5038,0.01955,0.79392
CVE-2007-5039,0.00309,0.21056
CVE-2007-5040,0.00299,0.20092
CVE-2007-5041,0.00306,0.20705
CVE-2007-5042,0.00306,0.20705
CVE-2007-5043,0.00323,0.22565
CVE-2007-5044,0.0029,0.19128
CVE-2007-5045,0.03451,0.88537
CVE-2007-5046,0.01065,0.63219
CVE-2007-5047,0.0033,0.23354
CVE-2007-5048,0.04119,0.90403
CVE-2007-5050,0.02982,0.8673
CVE-2007-5051,0.01089,0.63863
CVE-2007-5052,0.01507,0.73266
CVE-2007-5053,0.02156,0.81378
CVE-2007-5054,0.42308,0.98652
CVE-2007-5055,0.02412,0.83394
CVE-2007-5056,0.27871,0.98029
CVE-2007-5057,0.04636,0.91367
CVE-2007-5058,0.01569,0.74264
CVE-2007-5059,0.01859,0.78299
CVE-2007-5060,0.00883,0.57414
CVE-2007-5061,0.01169,0.65977
CVE-2007-5062,0.02335,0.82841
CVE-2007-5063,0.06243,0.9329
CVE-2007-5064,0.03878,0.89813
CVE-2007-5065,0.42308,0.98652
CVE-2007-5066,0.02445,0.83638
CVE-2007-5067,0.73243,0.99443
CVE-2007-5068,0.01037,0.62371
CVE-2007-5069,0.02982,0.8673
CVE-2007-5070,0.07043,0.93956
CVE-2007-5071,0.03021,0.86895
CVE-2007-5072,0.01263,0.6838
CVE-2007-5078,0.01223,0.67437
CVE-2007-5079,0.01502,0.73188
CVE-2007-5080,0.07729,0.94403
CVE-2007-5081,0.05395,0.92374
CVE-2007-5082,0.6346,0.99184
CVE-2007-5083,0.18666,0.97167
CVE-2007-5084,0.01809,0.77644
CVE-2007-5085,0.03203,0.87617
CVE-2007-5086,0.0044,0.35516
CVE-2007-5087,0.00369,0.27956
CVE-2007-5088,0.01065,0.63217
CVE-2007-5089,0.03458,0.88561
CVE-2007-5090,0.01934,0.79159
CVE-2007-5091,0.01089,0.63863
CVE-2007-5092,0.02302,0.82573
CVE-2007-5093,0.00347,0.25506
CVE-2007-5094,0.04358,0.90873
CVE-2007-5095,0.1517,0.96626
CVE-2007-5096,0.01303,0.69238
CVE-2007-5097,0.01395,0.71193
CVE-2007-5098,0.45953,0.98764
CVE-2007-5099,0.52962,0.9894
CVE-2007-5100,0.02485,0.83914
CVE-2007-5101,0.00427,0.3426
CVE-2007-5102,0.3856,0.98527
CVE-2007-5103,0.01353,0.70353
CVE-2007-5104,0.01051,0.62771
CVE-2007-5105,0.04381,0.9092
CVE-2007-5106,0.02219,0.81907
CVE-2007-5107,0.35862,0.98415
CVE-2007-5108,0.02498,0.84003
CVE-2007-5109,0.00556,0.43939
CVE-2007-5110,0.07195,0.94078
CVE-2007-5111,0.04333,0.90822
CVE-2007-5112,0.0232,0.82717
CVE-2007-5113,0.02978,0.86706
CVE-2007-5114,0.01216,0.67258
CVE-2007-5115,0.01303,0.69238
CVE-2007-5116,0.0483,0.91648
CVE-2007-5117,0.03551,0.88849
CVE-2007-5118,0.00357,0.26669
CVE-2007-5119,0.01296,0.69102
CVE-2007-5120,0.02358,0.83019
CVE-2007-5121,0.01356,0.70432
CVE-2007-5122,0.01006,0.61396
CVE-2007-5123,0.01018,0.61779
CVE-2007-5124,0.01899,0.78769
CVE-2007-5126,0.0152,0.73471
CVE-2007-5127,0.01925,0.79049
CVE-2007-5128,0.01238,0.67789
CVE-2007-5129,0.01814,0.77722
CVE-2007-5130,0.011,0.64186
CVE-2007-5131,0.01169,0.65975
CVE-2007-5132,0.00293,0.19433
CVE-2007-5133,0.22913,0.97668
CVE-2007-5134,0.02482,0.83898
CVE-2007-5135,0.16061,0.968
CVE-2007-5136,0.01022,0.619
CVE-2007-5137,0.04855,0.91693
CVE-2007-5138,0.02073,0.8062
CVE-2007-5139,0.02073,0.8062
CVE-2007-5140,0.02365,0.8306
CVE-2007-5141,0.01086,0.63803
CVE-2007-5142,0.01196,0.66736
CVE-2007-5143,0.00302,0.20406
CVE-2007-5144,0.16503,0.9688
CVE-2007-5145,0.12845,0.96154
CVE-2007-5146,0.01635,0.75259
CVE-2007-5147,0.01128,0.64896
CVE-2007-5148,0.01115,0.64586
CVE-2007-5149,0.0301,0.8685
CVE-2007-5150,0.01091,0.63915
CVE-2007-5151,0.01091,0.63915
CVE-2007-5152,0.02825,0.86002
CVE-2007-5153,0.03434,0.88479
CVE-2007-5154,0.00821,0.55421
CVE-2007-5155,0.05544,0.92538
CVE-2007-5156,0.08005,0.94557
CVE-2007-5157,0.02365,0.8306
CVE-2007-5158,0.15009,0.96597
CVE-2007-5159,0.00354,0.26284
CVE-2007-5160,0.01209,0.67076
CVE-2007-5161,0.02205,0.81795
CVE-2007-5162,0.01681,0.75931
CVE-2007-5163,0.01209,0.67076
CVE-2007-5164,0.01216,0.67258
CVE-2007-5165,0.01115,0.64586
CVE-2007-5166,0.01338,0.70033
CVE-2007-5167,0.01209,0.67076
CVE-2007-5168,0.01324,0.697
CVE-2007-5169,0.10175,0.95498
CVE-2007-5170,0.01483,0.72841
CVE-2007-5171,0.01186,0.66462
CVE-2007-5172,0.01218,0.67322
CVE-2007-5173,0.02798,0.85861
CVE-2007-5174,0.03031,0.8694
CVE-2007-5175,0.01975,0.79578
CVE-2007-5176,0.01859,0.783
CVE-2007-5177,0.00987,0.60804
CVE-2007-5178,0.0301,0.8685
CVE-2007-5179,0.00845,0.5617
CVE-2007-5180,0.01186,0.66481
CVE-2007-5181,0.01175,0.66191
CVE-2007-5182,0.01224,0.67484
CVE-2007-5183,0.01291,0.68972
CVE-2007-5184,0.12469,0.96071
CVE-2007-5185,0.42285,0.9865
CVE-2007-5186,0.46824,0.98786
CVE-2007-5187,0.04189,0.9055
CVE-2007-5188,0.02444,0.83633
CVE-2007-5189,0.01096,0.64096
CVE-2007-5190,0.01989,0.79743
CVE-2007-5191,0.0044,0.35518
CVE-2007-5193,0.01631,0.75176
CVE-2007-5194,0.0029,0.19129
CVE-2007-5195,0.01829,0.77912
CVE-2007-5196,0.02121,0.8107
CVE-2007-5197,0.0362,0.89057
CVE-2007-5198,0.08017,0.94564
CVE-2007-5199,0.02211,0.81845
CVE-2007-5200,0.00356,0.26548
CVE-2007-5201,0.00374,0.28551
CVE-2007-5207,0.0036,0.27005
CVE-2007-5208,0.67264,0.9928
CVE-2007-5209,0.0397,0.90075
CVE-2007-5210,0.00947,0.59465
CVE-2007-5211,0.01022,0.61895
CVE-2007-5212,0.01939,0.79233
CVE-2007-5213,0.01687,0.76029
CVE-2007-5214,0.02352,0.82973
CVE-2007-5215,0.01338,0.70032
CVE-2007-5216,0.01338,0.70033
CVE-2007-5217,0.2999,0.98149
CVE-2007-5218,0.0173,0.7659
CVE-2007-5219,0.15654,0.96727
CVE-2007-5220,0.01168,0.65948
CVE-2007-5221,0.0271,0.85359
CVE-2007-5222,0.01651,0.7549
CVE-2007-5223,0.01424,0.71739
CVE-2007-5224,0.01594,0.7464
CVE-2007-5225,0.00972,0.60315
CVE-2007-5226,0.01694,0.76107
CVE-2007-5227,0.01066,0.63244
CVE-2007-5228,0.00842,0.56065
CVE-2007-5229,0.04898,0.91752
CVE-2007-5230,0.04663,0.91404
CVE-2007-5231,0.01945,0.79291
CVE-2007-5232,0.03418,0.8842
CVE-2007-5233,0.01037,0.62371
CVE-2007-5234,0.42308,0.98651
CVE-2007-5235,0.01211,0.67128
CVE-2007-5236,0.02978,0.86705
CVE-2007-5237,0.03291,0.87993
CVE-2007-5238,0.02663,0.85078
CVE-2007-5239,0.02544,0.84322
CVE-2007-5240,0.02956,0.86615
CVE-2007-5241,0.02434,0.8357
CVE-2007-5242,0.02099,0.80888
CVE-2007-5243,0.40062,0.98583
CVE-2007-5244,0.37503,0.98481
CVE-2007-5245,0.08876,0.9503
CVE-2007-5246,0.06643,0.93623
CVE-2007-5247,0.05159,0.92117
CVE-2007-5248,0.07483,0.94252
CVE-2007-5249,0.01646,0.75412
CVE-2007-5250,0.01503,0.73189
CVE-2007-5251,0.00521,0.41742
CVE-2007-5252,0.0393,0.89963
CVE-2007-5253,0.0887,0.95029
CVE-2007-5254,0.00463,0.3742
CVE-2007-5255,0.02018,0.80062
CVE-2007-5256,0.07075,0.93982
CVE-2007-5257,0.15218,0.96634
CVE-2007-5258,0.01362,0.70558
CVE-2007-5259,0.00524,0.41975
CVE-2007-5260,0.01064,0.63169
CVE-2007-5261,0.01996,0.79819
CVE-2007-5262,0.03506,0.88725
CVE-2007-5263,0.04173,0.90514
CVE-2007-5264,0.03111,0.87248
CVE-2007-5265,0.0533,0.92306
CVE-2007-5266,0.03423,0.88435
CVE-2007-5267,0.01968,0.79507
CVE-2007-5268,0.03092,0.87176
CVE-2007-5269,0.04769,0.91566
CVE-2007-5270,0.01337,0.70001
CVE-2007-5271,0.28747,0.98079
CVE-2007-5272,0.01037,0.62371
CVE-2007-5273,0.02678,0.85182
CVE-2007-5274,0.02678,0.85183
CVE-2007-5275,0.06153,0.93207
CVE-2007-5276,0.01391,0.71128
CVE-2007-5277,0.09705,0.95339
CVE-2007-5278,0.02017,0.8006
CVE-2007-5279,0.04756,0.91542
CVE-2007-5280,0.01065,0.63235
CVE-2007-5281,0.02198,0.81734
CVE-2007-5282,0.01226,0.67514
CVE-2007-5283,0.01233,0.67697
CVE-2007-5289,0.08683,0.94939
CVE-2007-5290,0.03816,0.89651
CVE-2007-5291,0.01065,0.63231
CVE-2007-5292,0.01033,0.62237
CVE-2007-5293,0.02326,0.82768
CVE-2007-5294,0.05605,0.9262
CVE-2007-5295,0.01065,0.63235
CVE-2007-5296,0.01065,0.63231
CVE-2007-5297,0.01223,0.67442
CVE-2007-5298,0.0743,0.94223
CVE-2007-5299,0.08272,0.94709
CVE-2007-5300,0.04906,0.91767
CVE-2007-5301,0.10238,0.95516
CVE-2007-5302,0.0289,0.86318
CVE-2007-5303,0.01033,0.62241
CVE-2007-5304,0.03756,0.89467
CVE-2007-5305,0.09304,0.95195
CVE-2007-5306,0.02835,0.86054
CVE-2007-5307,0.02385,0.83196
CVE-2007-5308,0.01118,0.64667
CVE-2007-5309,0.05785,0.92818
CVE-2007-5310,0.04367,0.90894
CVE-2007-5311,0.03097,0.87195
CVE-2007-5312,0.02261,0.82235
CVE-2007-5313,0.02757,0.85628
CVE-2007-5314,0.02379,0.8315
CVE-2007-5315,0.3856,0.98527
CVE-2007-5316,0.01389,0.71107
CVE-2007-5318,0.01218,0.67317
CVE-2007-5319,0.01264,0.68427
CVE-2007-5320,0.06507,0.93517
CVE-2007-5321,0.02335,0.82843
CVE-2007-5322,0.18576,0.97157
CVE-2007-5323,0.05359,0.92337
CVE-2007-5325,0.11882,0.95953
CVE-2007-5326,0.11882,0.95953
CVE-2007-5327,0.16084,0.96803
CVE-2007-5328,0.06966,0.93889
CVE-2007-5329,0.02236,0.82052
CVE-2007-5330,0.1349,0.96303
CVE-2007-5331,0.09897,0.95407
CVE-2007-5332,0.05292,0.92268
CVE-2007-5333,0.62575,0.99164
CVE-2007-5334,0.03017,0.86878
CVE-2007-5335,0.01288,0.68903
CVE-2007-5337,0.02441,0.83605
CVE-2007-5338,0.03153,0.87414
CVE-2007-5339,0.0343,0.88467
CVE-2007-5340,0.0343,0.88466
CVE-2007-5341,0.02991,0.86771
CVE-2007-5342,0.05156,0.92115
CVE-2007-5344,0.27483,0.98004
CVE-2007-5347,0.28032,0.98039
CVE-2007-5348,0.52886,0.98936
CVE-2007-5350,0.037,0.89305
CVE-2007-5351,0.41243,0.9862
CVE-2007-5352,0.02571,0.84498
CVE-2007-5355,0.17116,0.96976
CVE-2007-5358,0.03859,0.89764
CVE-2007-5360,0.15327,0.96652
CVE-2007-5361,0.02354,0.82988
CVE-2007-5362,0.36535,0.98441
CVE-2007-5363,0.31388,0.98219
CVE-2007-5364,0.02381,0.83167
CVE-2007-5365,0.80265,0.9961
CVE-2007-5366,0.02174,0.81521
CVE-2007-5367,0.00355,0.26484
CVE-2007-5368,0.00355,0.26483
CVE-2007-5369,0.02543,0.84308
CVE-2007-5370,0.01786,0.7735
CVE-2007-5371,0.00988,0.60842
CVE-2007-5372,0.02407,0.83354
CVE-2007-5373,0.00341,0.24808
CVE-2007-5374,0.02185,0.81606
CVE-2007-5375,0.01442,0.72078
CVE-2007-5377,0.00307,0.20887
CVE-2007-5378,0.02643,0.84956
CVE-2007-5379,0.03969,0.90071
CVE-2007-5380,0.03576,0.88928
CVE-2007-5381,0.14682,0.96543
CVE-2007-5382,0.02566,0.84456
CVE-2007-5383,0.03845,0.89728
CVE-2007-5384,0.00609,0.46815
CVE-2007-5385,0.0106,0.63051
CVE-2007-5386,0.03326,0.88119
CVE-2007-5387,0.28864,0.98089
CVE-2007-5388,0.38381,0.98518
CVE-2007-5389,0.01405,0.71395
CVE-2007-5390,0.04367,0.90894
CVE-2007-5391,0.04124,0.90414
CVE-2007-5392,0.06408,0.93422
CVE-2007-5393,0.06408,0.93422
CVE-2007-5394,0.08402,0.94783
CVE-2007-5395,0.06997,0.93921
CVE-2007-5396,0.02473,0.8384
CVE-2007-5397,0.02872,0.86231
CVE-2007-5398,0.11396,0.95845
CVE-2007-5399,0.05531,0.92518
CVE-2007-5400,0.06765,0.93732
CVE-2007-5401,0.01108,0.64392
CVE-2007-5402,0.00932,0.58991
CVE-2007-5403,0.01082,0.63689
CVE-2007-5404,0.01186,0.66464
CVE-2007-5405,0.05741,0.92775
CVE-2007-5406,0.03003,0.86826
CVE-2007-5407,0.40237,0.98589
CVE-2007-5408,0.00974,0.60417
CVE-2007-5409,0.02073,0.8062
CVE-2007-5410,0.05367,0.92347
CVE-2007-5411,0.01465,0.72527
CVE-2007-5412,0.37531,0.98482
CVE-2007-5413,0.02772,0.85714
CVE-2007-5414,0.00897,0.57816
CVE-2007-5415,0.00742,0.52663
CVE-2007-5416,0.04418,0.90977
CVE-2007-5417,0.03422,0.88431
CVE-2007-5418,0.02733,0.85485
CVE-2007-5419,0.02169,0.81477
CVE-2007-5420,0.01904,0.7882
CVE-2007-5422,0.00376,0.28805
CVE-2007-5423,0.76661,0.99529
CVE-2007-5424,0.01689,0.7604
CVE-2007-5425,0.01131,0.64978
CVE-2007-5426,0.0179,0.77399
CVE-2007-5427,0.01926,0.79067
CVE-2007-5428,0.01511,0.73332
CVE-2007-5429,0.0173,0.76591
CVE-2007-5430,0.01889,0.78635
CVE-2007-5431,0.0155,0.73978
CVE-2007-5432,0.01359,0.70495
CVE-2007-5433,0.0127,0.68537
CVE-2007-5434,0.01065,0.6321
CVE-2007-5435,0.01501,0.7317
CVE-2007-5436,0.0495,0.91837
CVE-2007-5437,0.02586,0.84587
CVE-2007-5438,0.00366,0.2769
CVE-2007-5439,0.02328,0.82781
CVE-2007-5440,0.0322,0.877
CVE-2007-5441,0.01108,0.64392
CVE-2007-5442,0.007,0.5108
CVE-2007-5443,0.01065,0.6321
CVE-2007-5444,0.01205,0.66944
CVE-2007-5445,0.02512,0.84098
CVE-2007-5446,0.0579,0.92826
CVE-2007-5447,0.04582,0.91281
CVE-2007-5448,0.01968,0.79508
CVE-2007-5449,0.01441,0.72048
CVE-2007-5450,0.04901,0.91757
CVE-2007-5451,0.31247,0.98214
CVE-2007-5452,0.02895,0.86348
CVE-2007-5453,0.0391,0.89894
CVE-2007-5454,0.01551,0.74005
CVE-2007-5455,0.01521,0.73485
CVE-2007-5456,0.19891,0.97333
CVE-2007-5457,0.37581,0.98484
CVE-2007-5458,0.00945,0.59393
CVE-2007-5459,0.01009,0.61519
CVE-2007-5460,0.02219,0.81903
CVE-2007-5461,0.39681,0.98569
CVE-2007-5462,0.02237,0.82064
CVE-2007-5463,0.00977,0.60502
CVE-2007-5464,0.04348,0.90852
CVE-2007-5465,0.02487,0.8393
CVE-2007-5466,0.19889,0.97332
CVE-2007-5467,0.13522,0.96311
CVE-2007-5468,0.01588,0.74554
CVE-2007-5469,0.01624,0.75072
CVE-2007-5470,0.02004,0.79904
CVE-2007-5471,0.02603,0.84707
CVE-2007-5472,0.02405,0.83346
CVE-2007-5473,0.01251,0.68106
CVE-2007-5474,0.01799,0.7752
CVE-2007-5475,0.01857,0.78279
CVE-2007-5476,0.09081,0.95114
CVE-2007-5477,0.01223,0.67445
CVE-2007-5478,0.01511,0.73332
CVE-2007-5479,0.01022,0.61885
CVE-2007-5480,0.01765,0.77078
CVE-2007-5481,0.01428,0.71824
CVE-2007-5482,0.01747,0.76809
CVE-2007-5483,0.01826,0.77882
CVE-2007-5484,0.02896,0.86353
CVE-2007-5485,0.01006,0.61394
CVE-2007-5486,0.01222,0.67416
CVE-2007-5487,0.05757,0.92791
CVE-2007-5488,0.02712,0.85371
CVE-2007-5489,0.02334,0.82831
CVE-2007-5490,0.01006,0.614
CVE-2007-5491,0.02341,0.82883
CVE-2007-5492,0.01395,0.71191
CVE-2007-5493,0.04178,0.90528
CVE-2007-5494,0.00391,0.30425
CVE-2007-5495,0.00301,0.20314
CVE-2007-5496,0.00385,0.29713
CVE-2007-5497,0.04105,0.90375
CVE-2007-5498,0.00342,0.2496
CVE-2007-5500,0.00396,0.3096
CVE-2007-5501,0.03822,0.89661
CVE-2007-5502,0.02312,0.82656
CVE-2007-5503,0.05486,0.9247
CVE-2007-5504,0.0349,0.88676
CVE-2007-5505,0.02661,0.85069
CVE-2007-5506,0.03061,0.87054
CVE-2007-5507,0.0276,0.85642
CVE-2007-5508,0.05158,0.92116
CVE-2007-5509,0.02049,0.80378
CVE-2007-5510,0.02032,0.80199
CVE-2007-5511,0.31758,0.98239
CVE-2007-5512,0.02661,0.85069
CVE-2007-5513,0.02895,0.86351
CVE-2007-5514,0.028,0.85868
CVE-2007-5515,0.02049,0.80378
CVE-2007-5516,0.0187,0.78426
CVE-2007-5517,0.0187,0.78425
CVE-2007-5518,0.0187,0.78426
CVE-2007-5519,0.0187,0.78425
CVE-2007-5520,0.02661,0.85069
CVE-2007-5521,0.0187,0.78425
CVE-2007-5522,0.0187,0.78425
CVE-2007-5523,0.0187,0.78428
CVE-2007-5524,0.0187,0.78427
CVE-2007-5525,0.0187,0.78427
CVE-2007-5526,0.02238,0.82073
CVE-2007-5527,0.0187,0.78426
CVE-2007-5528,0.02238,0.82075
CVE-2007-5529,0.0187,0.78426
CVE-2007-5530,0.02238,0.82073
CVE-2007-5531,0.0363,0.89084
CVE-2007-5532,0.03204,0.87622
CVE-2007-5533,0.01886,0.78603
CVE-2007-5534,0.02303,0.82586
CVE-2007-5535,0.01541,0.73827
CVE-2007-5536,0.00519,0.41606
CVE-2007-5537,0.01978,0.7962
CVE-2007-5538,0.05531,0.9252
CVE-2007-5539,0.02098,0.80874
CVE-2007-5540,0.0305,0.87013
CVE-2007-5541,0.04543,0.91204
CVE-2007-5542,0.03952,0.90023
CVE-2007-5543,0.03952,0.90023
CVE-2007-5544,0.0027,0.17092
CVE-2007-5545,0.02538,0.84284
CVE-2007-5546,0.04093,0.90346
CVE-2007-5547,0.01272,0.68593
CVE-2007-5548,0.00355,0.26476
CVE-2007-5549,0.00374,0.28574
CVE-2007-5550,0.01588,0.74541
CVE-2007-5551,0.01916,0.78958
CVE-2007-5552,0.02889,0.8631
CVE-2007-5554,0.02308,0.82628
CVE-2007-5555,0.00328,0.23143
CVE-2007-5556,0.01465,0.72509
CVE-2007-5557,0.01465,0.72509
CVE-2007-5558,0.0156,0.74131
CVE-2007-5559,0.05477,0.9246
CVE-2007-5560,0.04258,0.90686
CVE-2007-5561,0.07721,0.94399
CVE-2007-5562,0.0179,0.77398
CVE-2007-5563,0.01359,0.70493
CVE-2007-5564,0.01028,0.62086
CVE-2007-5565,0.01284,0.6882
CVE-2007-5566,0.01209,0.67083
CVE-2007-5567,0.02276,0.82354
CVE-2007-5568,0.0218,0.81568
CVE-2007-5569,0.01684,0.75972
CVE-2007-5570,0.03218,0.8769
CVE-2007-5571,0.01764,0.77062
CVE-2007-5572,0.00547,0.43362
CVE-2007-5573,0.02566,0.84462
CVE-2007-5574,0.27598,0.98013
CVE-2007-5575,0.00434,0.34937
CVE-2007-5576,0.01002,0.6128
CVE-2007-5577,0.02151,0.81343
CVE-2007-5578,0.01806,0.77608
CVE-2007-5579,0.02353,0.82981
CVE-2007-5580,0.0643,0.93449
CVE-2007-5581,0.01223,0.67431
